# CO2 4.3µm, p=1013hPa T=296K. nu  sigma_Voigt_noLM  sigma_lineMixing
2319.66  2.734590646139976e-19  2.7450597309323986e-19
2319.68  2.8285478993612954e-19  2.8358118843852518e-19
2319.7  3.0143633085762506e-19  3.0184493883697053e-19
2319.72  3.3326956740197047e-19  3.3337228995452344e-19
2319.74  3.826255076748086e-19  3.8245488299342963e-19
2319.76  4.527415897017091e-19  4.523737037153434e-19
2319.78  5.39729384494376e-19  5.393294973630338e-19
2319.8  6.202905444839197e-19  6.200850918001252e-19
2319.82  6.503179007233088e-19  6.505159638684002e-19
2319.84  6.053500406690241e-19  6.059465719337758e-19
2319.86  5.13936532959332e-19  5.147256007892685e-19
2319.88  4.191689614848283e-19  4.1993239032106103e-19
2319.9  3.4173564635999575e-19  3.4234053485303956e-19
2319.92  2.8394458980854063e-19  2.8433174903714495e-19
2319.94  2.4194868698086126e-19  2.420993895418639e-19
2319.96  2.1145092421979724e-19  2.1136481961854243e-19
2319.98  1.8912606733617103e-19  1.8881008336446887e-19
2320.0  1.7265740156055838e-19  1.7212065845824832e-19
2320.02  1.6049203217747333e-19  1.5974358586616557e-19
2320.04  1.5161048758949084e-19  1.5065832468011816e-19
2320.06  1.453642875247307e-19  1.4421474817612438e-19
2320.08  1.4135509689427895e-19  1.400122689871288e-19
2320.1  1.3931582528285265e-19  1.3778068526402477e-19
2320.12  1.3894706986279937e-19  1.3721657840014047e-19
2320.14  1.3967075038021942e-19  1.3773832893193365e-19
2320.16  1.4044169863600401e-19  1.3830131372958217e-19
2320.18  1.4005233576033544e-19  1.377048760638972e-19
2320.2  1.3798530102266598e-19  1.3543961375045135e-19
2320.22  1.348961018220104e-19  1.3216218419870636e-19
2320.24  1.3200313375626884e-19  1.2908680024775953e-19
2320.26  1.3014503971797144e-19  1.2704816653228933e-19
2320.28  1.2958902313324794e-19  1.263111475202153e-19
2320.3  1.3032936815149346e-19  1.268685599491209e-19
2320.32  1.3232052824522629e-19  1.2867376090685214e-19
2320.34  1.355782240625827e-19  1.31741596691585e-19
2320.36  1.4022517840901672e-19  1.361941916211686e-19
2320.38  1.464739145527079e-19  1.4224385214371468e-19
2320.4  1.544928417784827e-19  1.5005930103748799e-19
2320.42  1.6405538537388667e-19  1.5941488572984063e-19
2320.44  1.7399657790816252e-19  1.6914626812593732e-19
2320.46  1.8241901660113708e-19  1.773537694982983e-19
2320.48  1.8869291123954414e-19  1.8340156321585793e-19
2320.5  1.9458031530880643e-19  1.8904644482524471e-19
2320.52  2.0236543346311862e-19  1.965710963111388e-19
2320.54  2.1341879147394265e-19  2.0734584526316123e-19
2320.56  2.2851578904634774e-19  2.2214497259666157e-19
2320.58  2.484871595866439e-19  2.4179789529284466e-19
2320.6  2.746825342392755e-19  2.6765433389010196e-19
2320.62  3.09286001532133e-19  3.018997112169539e-19
2320.64  3.555019520533877e-19  3.4774261867998176e-19
2320.66  4.1763050421054776e-19  4.0949634606828027e-19
2320.68  5.001926973287928e-19  4.917144814953434e-19
2320.7  6.037856319906482e-19  5.950588812962737e-19
2320.72  7.1450311485215085e-19  7.057213542343475e-19
2320.74  7.942595696476056e-19  7.856302692163039e-19
2320.76  8.044116310074319e-19  7.95991396410042e-19
2320.78  7.544097781090018e-19  7.460011546138391e-19
2320.8  6.895777481008164e-19  6.808864877713687e-19
2320.82  6.423032802500502e-19  6.330951439935635e-19
2320.84  6.223775630516011e-19  6.124988168189101e-19
2320.86  6.295213381976876e-19  6.188639567729082e-19
2320.88  6.620849702366452e-19  6.505554762299288e-19
2320.9  7.201374067114565e-19  7.076381284368544e-19
2320.92  8.063446498614752e-19  7.9276307834975985e-19
2320.94  9.264759264310207e-19  9.116792220008315e-19
2320.96  1.0902867189698308e-18  1.0741221990284639e-18
2320.98  1.3132246725516639e-18  1.2955295691204193e-18
2321.0  1.6192888701159626e-18  1.5999148291032464e-18
2321.02  2.045373523527681e-18  2.024244950667744e-18
2321.04  2.646129760789946e-18  2.6233849493895423e-18
2321.06  3.490752517476584e-18  3.467062186610077e-18
2321.08  4.623591268180986e-18  4.600780989291529e-18
2321.1  5.9299650605124694e-18  5.911785386972677e-18
2321.12  6.928817771737951e-18  6.920445807025024e-18
2321.14  6.958094166635216e-18  6.962400046568369e-18
2321.16  5.993257334707719e-18  6.007631111787106e-18
2321.18  4.684667962294667e-18  4.7039354874342436e-18
2321.2  3.535256995249202e-18  3.555562328821035e-18
2321.22  2.6746813102309295e-18  2.6941263945012377e-18
2321.24  2.0627578761174194e-18  2.0806453865285145e-18
2321.26  1.6293493841898583e-18  1.6455378482931231e-18
2321.28  1.3165529050672195e-18  1.3311198497216045e-18
2321.3  1.0850243364350635e-18  1.0981159034197003e-18
2321.32  9.10551217034682e-19  9.223225454998631e-19
2321.34  7.778451005600514e-19  7.884399898651094e-19
2321.36  6.763582390338578e-19  6.859034473287879e-19
2321.38  5.986428704685222e-19  6.072479793567834e-19
2321.4  5.396086585122737e-19  5.4736715491260485e-19
2321.42  4.95916221033978e-19  5.029066457102267e-19
2321.44  4.655816409126811e-19  4.718695470933389e-19
2321.46  4.478268594815257e-19  4.53467356265177e-19
2321.48  4.430790301697684e-19  4.481198648380035e-19
2321.5  4.530688154356403e-19  4.575548132379783e-19
2321.52  4.808627601704811e-19  4.848436790082196e-19
2321.54  5.30114192209016e-19  5.33659851867076e-19
2321.56  6.014597692306376e-19  6.046854396779355e-19
2321.58  6.828415039827604e-19  6.859314946452333e-19
2321.6  7.385619411326304e-19  7.417363204893543e-19
2321.62  7.265941850269688e-19  7.299754936406466e-19
2321.64  6.476391474699076e-19  6.511372339634464e-19
2321.66  5.438525863309216e-19  5.472854617700281e-19
2321.68  4.497236070216259e-19  4.529484446448683e-19
2321.7  3.761716978116938e-19  3.791150410278286e-19
2321.72  3.217358349213761e-19  3.2436972124455685e-19
2321.74  2.819358485674515e-19  2.8425371610878325e-19
2321.76  2.526181962750457e-19  2.546221320899475e-19
2321.78  2.305821360084291e-19  2.3227877563478997e-19
2321.8  2.1345149679124777e-19  2.1485126178539407e-19
2321.82  1.9947982640070462e-19  2.0059630607254713e-19
2321.84  1.8761262916973428e-19  1.8846211760047944e-19
2321.86  1.7754419885763333e-19  1.7814401224097565e-19
2321.88  1.6934327350726588e-19  1.6970897324316418e-19
2321.9  1.6304490211475455e-19  1.6318896608027357e-19
2321.92  1.585600166206066e-19  1.5849208962757856e-19
2321.94  1.557120624399401e-19  1.5543984112062873e-19
2321.96  1.5418524965936226e-19  1.5371545810906852e-19
2321.98  1.535200475000582e-19  1.5285815445189425e-19
2322.0  1.5348956139476305e-19  1.5263816166181889e-19
2322.02  1.54359827849696e-19  1.5331866011866166e-19
2322.04  1.563795808089342e-19  1.5514742254041542e-19
2322.06  1.5903933600137323e-19  1.5761544370178125e-19
2322.08  1.6076199558826297e-19  1.5914602134769727e-19
2322.1  1.60064872045678e-19  1.5825550631017038e-19
2322.12  1.5738419106614095e-19  1.5537863121561052e-19
2322.14  1.54489385528284e-19  1.5228462703539082e-19
2322.16  1.5269219786512876e-19  1.5028572264692383e-19
2322.18  1.5243065661029042e-19  1.4981957542740317e-19
2322.2  1.5371859127326463e-19  1.5089892477856475e-19
2322.22  1.5650600516589e-19  1.5347285286658349e-19
2322.24  1.6079879055720298e-19  1.5754661411412765e-19
2322.26  1.6668762540463578e-19  1.6321024035893323e-19
2322.28  1.7436676330018718e-19  1.7065724964022204e-19
2322.3  1.8415675285855403e-19  1.8020732974821434e-19
2322.32  1.9654691452904204e-19  1.923485579251915e-19
2322.34  2.122865426000619e-19  2.0782846440539881e-19
2322.36  2.3251478306899704e-19  2.2778466881110926e-19
2322.38  2.5890924661130006e-19  2.5389452535163316e-19
2322.4  2.9389814828146704e-19  2.8858817379657115e-19
2322.42  3.4089540348607226e-19  3.3528582867102793e-19
2322.44  4.042156000497643e-19  3.983177229385225e-19
2322.46  4.8754853727820305e-19  4.814072345976771e-19
2322.48  5.883283146680635e-19  5.820478872173576e-19
2322.5  6.861585205502388e-19  6.799145870523342e-19
2322.52  7.390986854328457e-19  7.330493080522074e-19
2322.54  7.182348797172099e-19  7.123815848605711e-19
2322.56  6.456616455977044e-19  6.398270889955781e-19
2322.58  5.651824971227726e-19  5.591548938977259e-19
2322.6  5.01585792005233e-19  4.952138234666538e-19
2322.62  4.596016258489118e-19  4.527930956147972e-19
2322.64  4.358186172770899e-19  4.285138122905579e-19
2322.66  4.256033449780772e-19  4.177592582283388e-19
2322.68  4.2578802325869097e-19  4.173720798528029e-19
2322.7  4.351329811141348e-19  4.261162628619478e-19
2322.72  4.535076544238305e-19  4.438568145665437e-19
2322.74  4.813043433198938e-19  4.709759540961949e-19
2322.76  5.194885591110367e-19  5.084262721067319e-19
2322.78  5.697317039756295e-19  5.57865687496412e-19
2322.8  6.345085859697524e-19  6.217557017844161e-19
2322.82  7.172736034909084e-19  7.035365344138773e-19
2322.84  8.226397959875837e-19  8.078047900453548e-19
2322.86  9.566567141212673e-19  9.405896629081618e-19
2322.88  1.1279219164405332e-18  1.1104641636828204e-18
2322.9  1.3503041931340968e-18  1.3312747862592096e-18
2322.92  1.6469730983550558e-18  1.6261845392889396e-18
2322.94  2.0541341707463927e-18  2.0314311747765733e-18
2322.96  2.624479772700096e-18  2.59983237136679e-18
2322.98  3.429704272129421e-18  3.4034274258910246e-18
2323.0  4.547676876648392e-18  4.520906793501005e-18
2323.02  5.988084695506522e-18  5.963613414122047e-18
2323.04  7.488993771324967e-18  7.471924698234523e-18
2323.06  8.345005515349852e-18  8.341002222854547e-18
2323.08  7.935639153277338e-18  7.945934935408967e-18
2323.1  6.580124334012187e-18  6.600110091078331e-18
2323.12  5.067368913772081e-18  5.091299288848344e-18
2323.14  3.826041291644884e-18  3.850267326754433e-18
2323.16  2.917401701384221e-18  2.940275825061852e-18
2323.18  2.2751627438691765e-18  2.296135735855574e-18
2323.2  1.8230426627808784e-18  1.8420511070512306e-18
2323.22  1.5035515985257151e-18  1.5207167177299025e-18
2323.24  1.2783728929149409e-18  1.2938699957600594e-18
2323.26  1.1234834774100014e-18  1.1374932545249356e-18
2323.28  1.024750051683245e-18  1.0374461801217322e-18
2323.3  9.744092140085782e-19  9.85961577753548e-19
2323.32  9.666887754949864e-19  9.772756789175316e-19
2323.34  9.892567153937507e-19  9.990816612073906e-19
2323.36  1.0108185842199085e-18  1.020109658926016e-18
2323.38  9.855227852873527e-19  9.94454080068862e-19
2323.4  8.953040716407694e-19  9.039121755140541e-19
2323.42  7.708289828555706e-19  7.790392467965676e-19
2323.44  6.504033104161618e-19  6.581349033489316e-19
2323.46  5.508567683396005e-19  5.580732949155691e-19
2323.48  4.7330197600870205e-19  4.800060361586189e-19
2323.5  4.1373673401925157e-19  4.199508252464857e-19
2323.52  3.6780962009810197e-19  3.7356273952959015e-19
2323.54  3.320907842102614e-19  3.3741211426461644e-19
2323.56  3.0410975282378124e-19  3.0902633953980563e-19
2323.58  2.8212041089133375e-19  2.8665663992538186e-19
2323.6  2.649499194184338e-19  2.6912748948291665e-19
2323.62  2.518637587081642e-19  2.557015705514954e-19
2323.64  2.4226586943877045e-19  2.4577999616769597e-19
2323.66  2.3521212747900147e-19  2.3841602812525714e-19
2323.68  2.29041089883168e-19  2.319465301806515e-19
2323.7  2.2193642658636107e-19  2.2455545486020804e-19
2323.72  2.1334731430458186e-19  2.1569349788162857e-19
2323.74  2.0407939102296945e-19  2.0616581502922506e-19
2323.76  1.9518706777259964e-19  1.9702321903994283e-19
2323.78  1.874872980146464e-19  1.8907910746437837e-19
2323.8  1.813435114969699e-19  1.8269546830727495e-19
2323.82  1.7671387065946087e-19  1.778301320602657e-19
2323.84  1.7343933360844607e-19  1.7432377238600204e-19
2323.86  1.7136762210167652e-19  1.72023646466426e-19
2323.88  1.70370410579841e-19  1.708008467451205e-19
2323.9  1.7039065728567462e-19  1.705977019840593e-19
2323.92  1.7142392556281453e-19  1.7140913900353428e-19
2323.94  1.7349612582860189e-19  1.7326044913638938e-19
2323.96  1.766837959940688e-19  1.7622759340492257e-19
2323.98  1.8109260702995004e-19  1.804157470557638e-19
2324.0  1.8685042731860238e-19  1.8595239300209456e-19
2324.02  1.941064409240789e-19  1.9298628455186871e-19
2324.04  2.0302492036442026e-19  2.016807419987816e-19
2324.06  2.1381154714772992e-19  2.1223973620484498e-19
2324.08  2.268019083668127e-19  2.2499708106834506e-19
2324.1  2.4264254572233e-19  2.4059836430325154e-19
2324.12  2.6257251577236254e-19  2.6028256015828048e-19
2324.14  2.887285129351477e-19  2.861869780746743e-19
2324.16  3.2432730858697665e-19  3.2153041801852475e-19
2324.18  3.7358293754625066e-19  3.70532657855708e-19
2324.2  4.408998885381305e-19  4.376138196582089e-19
2324.22  5.277305063124157e-19  5.242508110935858e-19
2324.24  6.242678022396667e-19  6.206811258758582e-19
2324.26  6.991634807755337e-19  6.955847236470414e-19
2324.28  7.116896243395954e-19  7.081843732488832e-19
2324.3  6.5602347085822e-19  6.525375244291837e-19
2324.32  5.691373985905652e-19  5.655439980026234e-19
2324.34  4.871152467177698e-19  4.833025640020183e-19
2324.36  4.240827169572411e-19  4.199818507666918e-19
2324.38  3.804506216384497e-19  3.7602390000262713e-19
2324.4  3.5257960299228214e-19  3.478049129478819e-19
2324.42  3.3677420777617793e-19  3.316350183484456e-19
2324.44  3.3007438201387143e-19  3.245543583818675e-19
2324.46  3.2989118666855687e-19  3.2397166072810316e-19
2324.48  3.336480372100116e-19  3.273081041109962e-19
2324.5  3.39496929014939e-19  3.3271556131776254e-19
2324.52  3.4748343763004493e-19  3.4024009993487817e-19
2324.54  3.589566855208533e-19  3.5122875534775744e-19
2324.56  3.7509096382485856e-19  3.6685117862577217e-19
2324.58  3.9642142006775817e-19  3.8763696483449137e-19
2324.6  4.2309184826458194e-19  4.137234545576229e-19
2324.62  4.554017672017518e-19  4.454015432331646e-19
2324.64  4.944286305607857e-19  4.837384171689964e-19
2324.66  5.419995728005686e-19  5.305511559544863e-19
2324.68  6.003504753012591e-19  5.880653523398048e-19
2324.7  6.722088960286865e-19  6.589964194360675e-19
2324.72  7.61163749209898e-19  7.469182279053181e-19
2324.74  8.72156191249606e-19  8.567533457870353e-19
2324.76  1.012213057035051e-18  9.955065643652903e-19
2324.78  1.1915985938835651e-18  1.1734182775573104e-18
2324.8  1.4254806380102706e-18  1.4056339527671415e-18
2324.82  1.736337299658513e-18  1.7146179615345704e-18
2324.84  2.1576986890236824e-18  2.1339134945278166e-18
2324.86  2.739540559495246e-18  2.7135801635601903e-18
2324.88  3.55373457241103e-18  3.52574526025168e-18
2324.9  4.6904610019792216e-18  4.661231737534166e-18
2324.92  6.21257349403847e-18  6.18429262597808e-18
2324.94  7.993470131062903e-18  7.970703517767416e-18
2324.96  9.445038930652028e-18  9.43434770500566e-18
2324.98  9.67684100707121e-18  9.682461430665894e-18
2325.0  8.529643653777802e-18  8.548990146945533e-18
2325.02  6.814740180786347e-18  6.841282478086081e-18
2325.04  5.265079899418912e-18  5.2935444112433046e-18
2325.06  4.111301276863514e-18  4.138960605066878e-18
2325.08  3.314629863959885e-18  3.3404526158397783e-18
2325.1  2.7615524474485113e-18  2.785335243075509e-18
2325.12  2.334908825820786e-18  2.35676826693089e-18
2325.14  1.960712458826296e-18  1.9808220677846697e-18
2325.16  1.6282017474750916e-18  1.6467080429993057e-18
2325.18  1.3508288457375565e-18  1.3678650329857588e-18
2325.2  1.1313735506399775e-18  1.147073554532145e-18
2325.22  9.615056285030616e-19  9.759993769457685e-19
2325.24  8.299137217308886e-19  8.433195044119983e-19
2325.26  7.261514430488841e-19  7.385731364385688e-19
2325.28  6.41805382297092e-19  6.533351407731149e-19
2325.3  5.714005276560555e-19  5.82122738762995e-19
2325.32  5.122346174567818e-19  5.2222592993167575e-19
2325.34  4.62788770135994e-19  4.721160519509492e-19
2325.36  4.216570264802155e-19  4.303772313596852e-19
2325.38  3.874533218968106e-19  3.956150955209077e-19
2325.4  3.589198159332283e-19  3.6656536790112554e-19
2325.42  3.349127649882877e-19  3.42079292704854e-19
2325.44  3.143599211869133e-19  3.210804491944712e-19
2325.46  2.9630817047942994e-19  3.026117753383413e-19
2325.48  2.80058920450751e-19  2.8597014872555497e-19
2325.5  2.653996934826601e-19  2.7093831606947384e-19
2325.52  2.524774315817617e-19  2.576599580803422e-19
2325.54  2.413296429587808e-19  2.461710215678355e-19
2325.56  2.3178620231889317e-19  2.363003833553991e-19
2325.58  2.236771709704316e-19  2.2787706467787705e-19
2325.6  2.169237633638748e-19  2.208211094222524e-19
2325.62  2.1147683427951852e-19  2.1508216535365443e-19
2325.64  2.072868838565645e-19  2.1060957787809855e-19
2325.66  2.0432147259801822e-19  2.07369823380369e-19
2325.68  2.025832531644846e-19  2.0536452157701114e-19
2325.7  2.021202027694015e-19  2.046406290290055e-19
2325.72  2.0303431542594697e-19  2.0529908234378235e-19
2325.74  2.0549392258935757e-19  2.0750709341426602e-19
2325.76  2.097557933876445e-19  2.1152023234678575e-19
2325.78  2.1619794417348405e-19  2.1771584540602615e-19
2325.8  2.253499799712428e-19  2.2662023771634437e-19
2325.82  2.3792775228677934e-19  2.3894786087831736e-19
2325.84  2.5490570872908474e-19  2.5567153589980276e-19
2325.86  2.777018119631972e-19  2.782098219427714e-19
2325.88  3.085259163198679e-19  3.0877641150580957e-19
2325.9  3.506543326741344e-19  3.5065323835547043e-19
2325.92  4.080444773614557e-19  4.0780387944220224e-19
2325.94  4.832391197719427e-19  4.827801335384674e-19
2325.96  5.714171475129617e-19  5.707754553193271e-19
2325.98  6.506734019850556e-19  6.498978968041559e-19
2326.0  6.838057543540829e-19  6.829334728327312e-19
2326.02  6.516373220368286e-19  6.506571755160605e-19
2326.04  5.770596817650367e-19  5.759167949148577e-19
2326.06  4.954837597831751e-19  4.941204268964748e-19
2326.08  4.258686472537782e-19  4.242496590510279e-19
2326.1  3.7241677480465e-19  3.7052763305410514e-19
2326.12  3.333891905867238e-19  3.312247736181997e-19
2326.14  3.0572485436037205e-19  3.03281375942427e-19
2326.16  2.8670404474444164e-19  2.839762589286103e-19
2326.18  2.742796554950738e-19  2.712607609513937e-19
